Business Name,Business Address,Contact Name,Contact Phone,Website URL
The Avant Group,"2745 Dallas Pkwy, Suite 460, Plano TX, 75093  ",Chris Jent,214-526-6644,
Hometown Classic Builders,"5121 Meadowlark Dr, Plano TX, 75093  ",James Stovall,972-800-7381,
Nexxus Homes,"P. O. Box 2633, Forney TX, 75126  ",Glen Gilani,972-564-9454,
Starside Custom Builders,"6628 Josephine St, Plano TX, 75024  ",Cindy Warren,214-535-9169,http://Starsidebuilders.com
Integrity Group,"361 W. Byron Nelson Blvd. Suite 100, Roanoke TX, 76262  ",Ryan Delin,817-430-3318,
Jeff Baron Homes,"6440 N. Central Expressway, Ste. 713, Dallas TX, 75206  ",Jeff Baron,214-256-5835,
Kirlin Custom Homes,"4401 Belvedere Dr. , Plano TX, 75093  ",Mike Kirlin,972-423-8751,
Gabe Hawthorne,"1340 Motor Circle, Dallas TX, 75207  ","BufordHawthorne Builders, LP",214-734-4771,
Operation Finally Home,"1659 State Highway 46 West, New Braunfels TX, 78132  ",Ashleigh Chesser,806-441-5712,http://www.operationfinallyhome.org
Amherst Construction LLC,"5001 Plaza on the Lake, #200, Austin TX, 78746  ",Rich Rodriguez,512-579-2213,http://www.amherst.com
Builders of Hope Community Development Corporation,"2215 Canada Drive, Dallas TX, 75212  ",James Armstrong III,214-920-9850,
CR Custom Homes LLC,"4329 Nashwood Lane, Dallas TX, 75244  ",Corrie Shores,469-346-8063,
Landon Homes,"4050 W. Park Blvd., Plano TX, 75093  ",Nancy Wussow,469-993-7398,
"The Newport Group, Inc.","7324 Gaston Avenue, Suite 124-364, Dallas TX, 75214  ",Joe Jackson,469-844-8468,
Sharif & Munir Custom Homes Inc.,"6009 Beltline Rd. #200, Dallas TX, 75254  ",Mickey Munir,972-720-9111,
GM Concepts LLC,"2090 Newton Rd, Ferris TX, 75125  ",Gorge Martinez,214-298-6452,
VictorE Homebuilders,"2227 Vantage Street, Dallas TX, 75207  ",Victor Salvino,214-236-0553,http://victorehomebuilders.com
Tilson Home Corporation,"411 Durham Dr, Houston TX, 77007  ",Brett Martin,800-291-6812,
Joshua Homes,"PO Box 153178, Arlington TX, 76015  ",Josh Rogers,214-497-5525,
Clark Custom Homes,"4580 County Road 599, Farmersville TX, 75442  ",Cody Clark,214-766-7367,http://www.clarkcustomhomes.com
Jennifer Martinez,"P.O. Box 945, Allen TX, 75013  ","J. Anthony Custom Homes, LLC dba Homes by J. Anthony",214-681-6333,http://www.homesbyjanthony.com
Ana Rodriguez,"301 Ridgewood Drive, Richardson TX, 75080  ",Hacienda Custom Builders,972-865-5145,
Royalty Construction Group Inc.,"PO Box 382988, Duncanville TX, 75138  ",Corey Jones,972-709-8009,
Highland Homes,"5601 Democracy Dr., Ste 300, Plano TX, 75024  ",Dale Weeden,972-441-4026,
Richard Miller Custom Homes,"4616 W Lovers Ln, #110, Dallas TX, 75209  ",Richard Miller,972-800-3169,
Hannah Messer,"6312 Widgeon Dr, Plano TX, 75024  ",EMRO Homes Construction,214-733-7342,http://www.EMROHomesLLC.com
Dave R. Williams Homes L.P.,"P O Box 1030, Prosper TX, 75078  ",Cyndee Herrin,972-346-2015,
Jim Joyce Homes LLC,"453 Creek Crossing Lane, Royse City TX, 75189  ",Jim Joyce,972-849-1034,
Kent Development LLC,"4438 W Lovers Lane, Ste. 100, Dallas TX, 75209  ",Austin Kent,503-505-4032,http://kentdevco.com
Drew Walling Custom Homes,"600 W. Jeter Rd, Bartonville TX, 76226  ",Drew Walling,214-718-3739,http://www.drewwallingcustomhomes.com
Inspired Homes TX LLC,"767 Justin Rd, Rockwall TX, 75087  ",Billy Meredith,214-240-0636,http://www.inspiredhomestx.com
Travis Homes,"600 Parker Square, Suite 205, Flower Mound TX, 75028  ",Mike Love,214-504-6098,http://www.travishomesllc.com
Mark Covington,"6225 State Hwy 161, Irving TX, 75038  ",Drees Custom Homes,817-819-5742,http://www.dreeshomes.com
Casey Gerwer,"P.O. Box 945, Allen TX, 75013  ","J. Anthony Custom Homes, LLC dba Homes by J. Anthony",214-718-5600,
"Rafter P. Construction, Inc.","9201 Wesley St. Suite B, Greenville TX, 75402  ",Brad Pryor,903-454-8332,http://www.rafterpconstruction.com
Bloomfield Homes LP,"1050 East Hwy 114 Ste 210, Southlake TX, 76092  ",Tim Stewart,817-416-1572,
Shepherd Place Homes Inc. DBA Robbie Hale Homes,"10527 Church Rd. Ste 201, Dallas TX, 75238  ",Robbie Lee Hale,972-475-1100,
Olivia Clarke Homes,"5601 Democracy Dr Suite 105, Plano TX, 75024  ",Jennifer Johnson Clarke,469-833-6340,
Fahri Olgun,"5422 Belmont Ave, Dallas TX, 75206  ",Beta Builders LLC,469-784-9754,http://www.betabuildersllc.com
Sagrada Homes,"222 Municipal Dr Suite 138, Richardson TX, 75080  ",David Peris,469-442-7261,http://www.sagradahomes.com/
"Austin Taylor Group, Inc.","2233 Cardinal Blvd, Carrollton TX, 75010  ",Todd Arnold,817-538-3080,
Axiom Builders,"990 Security Row Ste 102, Richardson TX, 75081  ",Preston Johns,469-939-1616,
Real Estate Group of America dba Art Deco Designer Homes,"610 Uptown Blvd Ste 270, Cedar Hill TX, 75104  ",Joshlan Raymo,972-499-5990,
Atlas Custom Builders,"2 Horizon Ct, Heath TX, 75032  ",Nick Forsell,972-800-8423,
Alco Homes,"4424 Cowan Ave, Dallas TX, 75209  ",Francisco Silveira,972-672-2406,
Monolith Construction,"10582 Spangler Rd, Dallas TX, 75220  ",Gary Pahuja,469-687-0092,http://www.monolithconstruct.com
"Lewis & Earley Custom Homes, LLC","9031 Cypress Creek, Lantana TX, 76226  ",Brian Earley,214-682-7171,
David Weekley Homes,"3301 N. I-35, Carrollton TX, 75007  ",Ken McDonald,972-323-7424,
"Douglas Signature Homes, LLC","9418 Brentgate Drive, Dallas TX, 75238  ",Cory Ingram,972-672-1346,
Partners in Building,"4100 Midway Road Suite 2120, Carrollton TX, 75007  ",Willie Kendrick,469-902-3200,http://www.partnersinbuilding.com
Robert Elliott Custom Homes,"4145 Travis St, Ste 300, Dallas TX, 75204  ",Hannah Flansburg,972-629-6028,
Traditional Classic Homes Inc.,"303 Ridgewood Drive, Richardson TX, 75080  2121",Jerry Parks,214-244-7510,
"Todd Bonneau Homes, LLC","2815 Valley View Lane, Ste. 118, Farmers Branch TX, 75234  ",Todd Bonneau,972-345-9598,
Danes Custom Homes,"PO Box 196109, Dallas TX, 75219  ",Tina Roostai,214-535-6160,
Mike Cusack Homes,"211 Morene Ave, Waxahachie TX, 75165  ",Mike Cusack,214-682-6279,
Crow Bar Constructors Inc.,"1615 Caddy's Circle, Garland TX, 75043  1205",Cole Smith,972-278-5992,
Jim Benson Custom Homes Inc.,"3021 Ridge Road, Suite A95, Rockwall TX, 75032  ",James Benson,214-502-7146,
Greg Jeffers Custom Homes LP,"7047 Twin Hills Avenue, Dallas TX, 75231  ",Greg Jeffers,214-226-1076,
Luxury Wellness International DBA LWI Homes,"25 Highland Park Villages, #100-814, Dallas TX, 75205  ",Laurie Nord,949-278-7691,http://www.LuxuryWellnessInternational.com
Joe Kain Homes Inc.,"6627 Lovington Dr, Dallas TX, 75252  ",Joe Kain,972-407-8316,
S&R Development Inc.,"4131 N. Central Expressway, Dallas TX, 75204  ",Saad Chehabi,214-499-9499,
John  Covelli,"P.O. Box 860305, Plano TX, 75086  ",Monaco-Pinnacle Custom Homes,972-670-8091,
"James Andrews Custom Homes, LLC","5547 Ridgedale Ave., Dallas TX, 75206  ",Matt Mitchell,214-282-3723,
Drees Custom Homes,"6225 N State Hwy 161, Ste 150, Irving TX, 75038  ",Matt Lasiter,972-953-4582,
Bridge Homes LLC,"2591 N Hwy 77, Ste 104, Waxahachie TX, 75165  ",Otilio Posadas,469-225-0042,http://www.bridgehomes.net
Creekview Custom Homes,"6060 N Central Expy., Ste. 125, Dallas TX, 75206  ",Lee Allen,214-629-6050,
Grand Homes Inc.,"15455 Dallas Pkwy, Suite 1000, Addison TX, 75001  ",Stephen Brooks,214-750-6528,
Macon Pearson,"1011 Three Oaks Dr., Fairview TX, 75069  ",Tim Jackson Custom Homes LP,325-668-0248,http://www.timjacksoncustomhomes.com
Conic LLC,"180 Industrial Blvd, Unit E, McKinney TX, 75069  ",Gary Stevens,214-870-3575,http://www.conichomes.com
George Davis & Associates Inc.,"5973 Meletio Ln., Dallas TX, 75230  ",George Davis,214-532-2874,
Scott Mitchell Custom Homes,"8350 N Central Expr, Suite 414, Dallas TX, 75206  ",Scott Mitchell,214-725-9955,
Coats Homes LLC,"3100 Monticello Ave., Dallas TX, 75205  ",Ben Coats,214-206-3900,
Barbara Cominoli,"820 S. MacArthur Blvd #105-384, Coppell TX, 75019  ","Quantum's Elite Homes, LLC",469-507-1084,
"Mabry Custom Homes, LLC","P.O. Box 1659, Rockwall TX, 75087  ",Darren Mabry,972-299-0022,
"Troth Construction, LLC","23898 FM 902, Collinsville TX, 76233  ",Michael Troth,214-908-4401,http://www.trothconstruction.com
John Wilson,"1420 Valwood Pkwy, Ste 100, Carrollton TX, 75006  ","Tag & Associates, LLC",469-544-1000,http://www.designedbytag.com
Adrian Jacobs,"6875 Lagoon Drive, Grand Prairie TX, 75054  ","ARTISTRY Texas, LLC",972-979-8326,
"Maplehill Residential, LLC","5607 Dyer Street, Dallas TX, 75206  ",Tad Weatherford,214-503-1922,
Iconick Homes LLC,"PO BOX 250188, Plano TX, 75025  ",Ahmad Farahani,214-868-8838,
"Maxwell Custom Homes, LLC","3918 Gaspar Dr, Dallas TX, 75220  ",Maxwell Wilson,214-808-9282,
Troy Miller Custom Homes,"P.O. Box 729, Sherman TX, 75091  ",Troy Miller,903-436-3577,
Tradition Homes,"8751 Collin McKinney Pkwy Ste 402, McKinney TX, 75070  ",Zach Schneider,469-202-4663,
"Ameritex Homes, LLC","14643 Dallas Pkwy Ste 1050, Dallas TX, 75254  ",Austin Graybill,"469‑225‑9633	",https://www.ameritexhomes.com/
James Wrigg,"5430 Lyndon B Johnson Frwy, Ste 1050, Dallas TX, 75240  ",Bridge Tower Homes,972-365-9777,
Sustainable Structures of Texas,"5400 Gregory Lane, Allen TX, 75002  ",Brenda Hall,214-794-8363,
H&H Properties,"7 Bluebonnet Trail, Greenville TX, 75402  ",Sara Haley,903-217-9424,http://hhprp.com
Harrison Homes,"1950 St. Andrews, Ovilla TX, 75154  ",Ed Harrison,214-477-2511,
B.B Maverick Luxury Home Builders,"3245 Main Street, Frisco TX, 75034  ",Brett Cochran,214-727-6867,
cjb HOMES,"5715 Surrey Square Ln, Dallas TX, 75209  ",Chad J Brozovich,214-708-5363,
"Allgood/Pfannenstiel General Contractors, LLC","1419 Dragon Street, Dallas TX, 75207  ",Sam Allgood,214-505-0108,
"Sea Stone Development, LLC","113 Marina Drive, Gun Barrel City TX, 75156  ",Ben Dempsey,254-290-2131,
TGC Custom Homes,"1640 W Chapman Dr Ste 300, Sanger TX, 76266  ",Tommy Crutcher,469-406-2490,
Christian Drago,"1607 Karsten Ridge Court, Gunter TX, 75058  ",Motes Custom Homes,214-469-7197,
Christner Homes,"4573 Coyote Pt, Denton TX, 76208  ",Stiles Christner,972-824-8225,
"Sainton Custom Homes, Inc.","1214 Magnolia Dr., Carrollton TX, 75007  ",Steve Sainton,214-908-1601,
"Cope Homes, LLC","900 W. Bethany Drive, Allen TX, 75013  ",Timi Frazier,972-908-2673,http://www.copehomes.com
Charles Charley,"7324 Gaston Avenue #124-341, Dallas TX, 75214  ",Hoffmann Homes,214-324-0046,http://www.hoffmannhomes.com
"Shaddock Custom Builders & Developers, LLC","105 E. Main St, Richardson TX, 75081  ",Todd Shaddock,469-243-3466,
Tommy Ford Construction,"Corey Ford, Dallas TX, 75231  ",Tommy Ford Construction,972-991-1081,
MjBrown Distinctive Homes,"6841 Virginia Pkwy, #103-406, McKinney TX, 75071  ",Michael Brown,214-236-2617,
KB Home,"4965 Preston Park Blvd Suite 620, Plano TX, 75093  ",Marcia Dillon,888-524-6637,
Snyder Construction Inc,"PO Box 293, Aubrey TX, 76227  ",Bill Snyder,940-440-9731,
Smith Custom Building & Design,"2307 Laci Lane, Royse City TX, 75189  ",Steven Smith,903-229-1025,
Chris Dearman,"2325 Dean Way, Ste 150, Southlake TX, 76092  ",Impression Homes,817-704-3157,
Sabre Luxury Homes,"720 US 377, Ste 140-107, Roanoke TX, 76262  ",Derek Madaras,214-205-5780,http://www.sabreluxury.com
Montgomery Custom Homes,"6510 Abrams Rd Ste 510, Dallas TX, 75231  ",Matthew Montgomery,214-317-6729,
Bill Ryan,"2700 Patriot Blvd, #430, Glenview IL, 60026  ",William Ryan Homes,847-995-8700,
Lisa Lingenfelter,"2904 Corporate Circle, Suite 101, Flower Mound TX, 75028  ","Lingenfelter Luxury Homes, LLC",972-410-4141,http://www.lingenfelterluxuryhomes.com/
Monaco-Pinnacle Custom Homes,"P.O. Box 860305, Plano TX, 75086  ",Greg Smith,469-767-3880,http://Monaco-Pinnacle.com
Reka Jones,"PO Box 382988, Duncanville TX, 75138  ",Royalty Construction Group Inc.,972-709-8009,http://www.royaltygroupinc.com
Gardner-Adams Homes,"15950 SH 205, Terrell TX, 75160  ",Blake Adams,214-773-9947,
CECI Bates Custom Homes,"P.O. Box 2163, Pottsboro TX, 75076  ",Scott Bates,903-870-0900,
Michelle Prutch,"P.O. Box 945, Allen TX, 75013  ","J. Anthony Custom Homes, LLC dba Homes by J. Anthony",972-515-5985,http://www.homesbyjanthony.com
Key Custom Homes Inc.,"2421 Fort Worth Dr., Denton TX, 76205  ",Kent Key,490-565-6700,
"V Luxury Homes, LLC","6160 Warren Parkway #100, Frisco TX, 75034  ",Jake Murillo,972-210-1817,
"Trinity Heritage Residential, LLC","PO Box 2229, Frisco TX, 75034  ",Stan Brasuell,972-722-7305,http://www.thresidential.com
Meritage Homes,"8840 Cypress Waters Blvd., Suite 100, Dallas TX, 75019  ",Kelsey Covey,972-580-6355,
Winston Custom Homes LLC,"P.O. Box 2215, Cedar Hill TX, 75106  ",Matt Walls,972-742-0323,
Tom Marsh,"16633 Dallas Parkway, Suite 325, Addison TX, 75001  ","Bob Thompson Homes, L.P.",972-931-9595,https://bobthompsonhomes.com/
"Ron McHam Homes, Inc.","2105 Dublin Road, Plano TX, 75094  ",Ron McHam,214-212-2556,
R A Millennium Properties LTD.,"7622 Morton Street, Dallas TX, 75209  ",Ryan Anderes,214-208-0764,
Harrill Construction LLC,"PO Box 579, Mabank TX, 75147  ",Brandi Harrill,903-603-8174,
DGM Builders,"5164 Village Creek Suite 100, Plano TX, 75093  ",Dani Golan,214-505-4400,http://www.DGM-Builders.com
BLC Construction Series LLC,"130 N Preston Rd, Ste 324, Prosper TX, 75078  ",Damiun Logan,972-837-6700,http://www.BLCTexas.com
"Eppler Construction Co., LLC","2705 Hanover Street, Dallas TX, 75225  ",Kirk Eppler,214-394-3112,
Shane Homes,"5661 7th St NE, Calgary AB, T2E 8V3  ",Dave Rickett,403-969-8850,http://www.shanehomes.com
Haynsworth Custom Homes,"PO Box 600017, Dallas TX, 75360  ",Jason Haynsworth,214-738-3342,
EMRO Homes Construction,"6312 Widgeon Dr, Plano TX, 75024  ",Eric Messer,972-741-6887,http://www.EMROHomesLLC.com
Cobalt Homes,"3963 Maple Avenue, Suite 330, Dallas TX, 75219  ",Don Carroll,214-347-8902,
William Ryan Homes,"1800 Valley View Lane, Farmers Branch TX, 75234  ",Scott Dettmer,817-993-0053,
Tim Garvey,"2712 King Arthur, Lewisville TX, 75056  ",Garvey Homes,972-899-1845,
George Lewis Custom Homes Inc.,"3604 Princeton, Dallas TX, 75205  ",George Lewis,214-361-8688,
"Caldwell Residential, LLC","7616 LBJ Fwy, Suite 540, Dallas TX, 75251  ",Ben Caldwell,214-497-5858,http://caldwellresidential.com
Beechwood Custom Homes,"11816 Inwood Rd #1224, Dallas TX, 75244  ",Nam Phan,214-929-9855,
Diane Reynolds,"904 Majestic Point, Heath TX, 75032  ",DTE Management,972-877-1519,
Dazzling Homes Corp,"2626 Cole Ave Suite 300, Dallas TX, 75204  ",Monick Gandhi,817-937-8342,
Mike Foster Custom Homes Inc.,"PO Box 460247, Garland TX, 75046  ",Mike Foster,972-342-2771,
Haus & Co Homes,"PO Box 600521, Dallas TX, 75360  ",Eddie Grothaus,214-914-0079,
Attaway Homes,"537 Northill Drive, Richardson TX, 75080  ",James Davis,214-534-8835,
"Century Communities, Inc","8390 East Crescent Pkwy, Ste 650, Greenwood Village CO, 80111  ",Brian Fogarty,303-268-8349,
Atrium Fine Homes,"4675 IH 30, Mesquite TX, 75150  ",Jojy Koshy,214-734-5659,
Brightland Homes,"15725 N. Dallas Parkway, Suite 300, Addison TX, 75001  ",Spencer Wilson,972-383-4300,
The Burke Company,"722 Paulus Ave., Dallas TX, 75214  ",Jason Asmar,214-887-0005,
"Phillips Sousa Investments, LLC","6899 Brandy Ln, Quinlan TX, 75474  ",Gene Sousa,903-474-4745,
"DFW Design and Build, LLC","4404 Emerson Dr, Plano TX, 75093  ",Tony Paez,214-606-4598,http://www.dfwdesignandbuild.com
Motes Custom Homes,"1607 Karsten Ridge Court, Gunter TX, 75058  ",Justin Motes,972-989-7369,https://www.motescustomhomes.com/
"Larry Hartman Construction, Inc.","5002 W. Mockingbird Ln, Dallas TX, 75209  ",Larry Hartman,214-358-5906,
Locke Lynch,"6735 Salt Cedar Way, Bldg 1, Ste 200, Frisco TX, 75034  ",Taylor Morrison,469-247-6532,
"Richland Chambers Real Estate, LLC","P.O. Box 999, 116 S MAIN ST, Corsicana TX, 75110-9998  ",Mark Mills,214-507-3863,http://www.rclakehouses.com
Paul Davis Restoration of North Dallas,"2205 Hutton Dr, Ste 110, Carrollton TX, 75006  ",Dusty York,469-491-8710,http://northdallas.pauldavis.com
"Nina Hayes Cleaning Services, Inc.","2810 Exchange St., Wylie TX, 75098  ",Brian Williamson,972-429-2225,https://www.bestprosintown.com/tx/wylie/nina-hayes-cleaning-services-inc-/
1-800 Water Damage of NE Dallas & SE Collin,"1821 Belt Line Rd, Garland TX, 75044  ",Erika Herman,214-939-7600,https://www.1800waterdamage.com/ne-dallas-se-collin/
Specialty Concrete,"1432 East Devitt St, Fort Worth TX, 76119  ",Cole Hord,325-650-7054,http://www.sccot.net
DFW Concrete,"2711 Blue Mound Rd. West, Fort Worth TX, 76179  ",James Southerland,817-439-3220,http://www.dfwconcreteinc.com/
Kelly Foy,"850 Central Pkwy. E. Ste. 220, Plano TX, 75074  ",Vault Construction Group,214-440-5462,http://www.vaultconstructiongroup.com
"Salinas Concrete, L.P.","1300 10th St., Plano TX, 75074  ",Osiel Salinas,972-509-8184,
"FraserCon ""Concrete Experts""","2425 Parker Rd., Building 3A, Carrollton TX, 75010  ",Jason Fraser,972-939-9888,http://www.frasercon.com
Lucky Ivy,"13911 Distribution Way, Farmers Branch TX, 75234  ","Advanced Concrete Surfaces, LLC",972-620-0004,http://www.advconc.com
Jason Johnson,"850 Central Pkwy. E. Ste. 220, Plano TX, 75074  ",Vault Construction Group,214-325-9819,https://vaultconstructiongroup.com/
Plungie USA Inc.,"4400 State Highway 121 #378, Lewisville TX, 75056  ",Jason Hestekin,855-758-6443,https://us.plungie.com/
"Ready Cable, Inc.","4416 Keller Hicks Road, Ft. Worth TX, 76244  ",Ken Stone,817-379-6553,
Post Tension Services ,"10501 Sparkman Rd, Dallas TX, 75220  ",Justin Zuckerbrow,972-845-5500,http://www.post-tension.com
Builders Post-Tension,"2220 Moneda Ave., Haltom City TX, 76117  ",Michael Williams,817-529-9500,http://www.builderspt.com
Vault Construction Group,"850 Central Pkwy. E. Ste. 220, Plano TX, 75074  ",David Foy,214-440-5462,https://vaultconstructiongroup.com/
The Kaufman Company Inc.,"P.O. Box 1917, Frisco TX, 75034  ",Steve Kaufman,972-985-1604,
"Advanced Concrete Surfaces, LLC","13911 Distribution Way, Farmers Branch TX, 75234  ",Bill Pickler,972-620-0004,http://www.advconc.com
Wildcatter Concrete,"1431 Greenway Dr, #460, Irving TX, 75038  ",Michael Briseno,972-890-6194,https://wildcatterco.com/
"Suncoast Post-Tension, Ltd.","2215 E. Pioneer Dr. Ste. D, Irving TX, 75061  ",Tab Barlett,972-287-0307,http://www.suncoast-pt.com
Elm Residential Design,"5717 Legacy Dr, Ste 250, Plano TX, 75024  ",Michael Perkins,214-649-9328,https://www.elmresidential.com/
"K. Stephen Architects, PLLC","PO Box 601254, Dallas TX, 75360  ",Stephen Lehecka,214-427-1079,http://kstephenarchitects.com
Aireal Inc,"5 Cowboys Way, Suite 300, Frisco TX, 75034  ",Harrison Montgomery,214-989-7477,http://Aireal.com
Realcognita,"5816 W Plano Pkwy, Plano TX, 75093  ",Jessica Leising,469-606-1988,
Creative Architects,"1026 Creekwood Drive, Garland TX, 75044  ",Scott Roberts,972-530-4872,
J. Karlovich Home Design,"1020 Mist Flower Drive, Little Elm TX, 75068  ",Jeremy Karlovich,214-674-0290,http://www.jkarlovichhomedesign.com
BSB Design,"8825 Coleman Boulevard, Frisco TX, 75034  ",Dave Copenhaver,972-720-1778,http://BSBDesign.com
Covert + Associates,"17810 Davenport #111, Dallas TX, 75252  5856",David Clay,972-783-4660,https://www.covertandassociates.com/
McLain by Design Interiors,"7548 Preston Rd, Ste 141 #171, Frisco TX, 75034  ",Erica McLain,682-800-1882,http://www.mxdinteriors.com
Hohe Design Group,"302 N Market St Ste 250, Dallas TX, 75202  ",Jorge Ramirez,806-626-4466,http://www.hohedesign.com
"JE Design Group, Inc.","3218 Belt Line Rd, Ste 510, Farmers Branch TX, 75234  ",Jill Noble,214-407-6461,http://jedesigngroup.com
 ALY,"104 E Ovilla Rd, #651, Red Oak TX, 75154  ",Kelly Reber,214-796-4829,http://www.alyvr.com
Jared Leidner,"1601 Surveyor Blvd, Carrollton TX, 75006  ",Harold Leidner Landscape Associates,214-207-2943,
Crest Residential Design,"5712 Colleyville Blvd, Ste 120, Colleyville TX, 76034  ",David Norvelle,817-380-3741,http://www.crestresidentialdesign.com
The ML Group Inc.,"600 Parker Square, Suite 205, Flower Mound TX, 75028  ",Mike Love,214-504-6098,http://www.mlgrouptexas.com
John Lively & Associates,"5938 W. Parker Rd, Ste 300, Plano TX, 75093  ",John Lively,972-781-0555,
Humphreys & Partners Architects L.P.,"5339 Alpha Road, Ste 300, Dallas TX, 75240  ",Greg Faulkner,972-701-9636,http://www.humphreys.com
Smith & Ragsdale Interior Design,"3300 Oak Lawn Ave, Suite 415, Dallas TX, 75219  ",Abbey Ragsdale,214-702-6747,
"Five Star Interiors, Inc.","8100 Thomas Springs Rd, Austin TX, 78736  ",Ellen Weese,512-451-7870,http://www.fivestarinteriors.com
LandDesign,"5301 Alpha Rd, Dallas TX, 75240  ",Brian Dench,214-785-6009,http://www.landdesign.com
"Keaton Interiors, Inc.","1380 River Bend Dr  #124, Dallas TX, 75247  ",Andra Maldovan,972-233-9100,http://www.keatoninteriors.com/
"Hensley Lamkin Rachel, Inc.","14881 Quorum Dr. Ste 550, Dallas TX, 75254  ",Alan Nix,972-726-9400,http://www.hlrinc.net
Carrick Custom Home Design,"3305 Fort St, Royse City TX, 75189  ",Matthew Oxford,972-885-2323,https://www.carrickhomes.com/
Architecture Unlimited,"2300 York Ct., Carrollton TX, 75006  ",Allen Powell,214-395-1966,http://www.architectureunlimited.com
Architectural Surfaces,"11180 Zodiac Lane, Dallas TX, 75229  ",William Feingold,972-832-6044,https://arcsurfaces.com/find-a-showroom/dallas/
Plans by Land ,"2060 N. Collins, Ste 130, Richardson TX, 75080  ",Michael Land,(972) 250-2005,http://www.plansbyland.com
Creative Design - Model Home Interiors,"140 Olive Street, Keller TX, 76248  ",Leslie Groff,972-571-6162,
RC3D Visualization Design,"3427 Longmeade Drive, Farmers Branch TX, 75234  ",Roberto Castanheira,972-754-1472,http://www.rc3d.com
Tracy's Custom Home Designs,"111 FARMERSVILLE PKWY STE 300, Farmersville TX, 75442  ",Roy Homfeld,972-784-9044,http://www.tracyscustomhomes.com
Apogee Architectural Partners,,Penelope Diaz,945-468-6939,http://www.apogeeap.com
Harold Leidner Landscape Associates,"1601 Surveyor Blvd., Carrollton TX, 75006  ",Amy Alexander,972-418-5244,http://www.haroldleidner.com
Panoramic Doors,"15050 Frye Rd, Fort Worth TX, 76155  ",John Russell,817-239-0366  ,
Reliant Overhead,"428 E Church St, Lewisville TX, 75057  ",Russ Brown,214-513-9322,https://reliantoverhead.co/
Doorvana,"5001 Mosson Rd, Fort Worth TX, 76119  ",Bobby Vickers,817-500-5988,http://www.doorvana.com
Clint Vinson,"3329 North I-35 Frontage Rd, Gainesville TX, 76240  ",Abel Door & Trim,214-998-9454,
Texas Door & Trim Inc.,"P.O. Box 551326, Dallas TX, 75355  ",Daniel  Evans,214-342-9393,http://www.tdt-inc.com
WBH Group,"13715 Tanglewood Dr. , Farmers Branch TX, 75234  ",Mark Allen,972-725-9117,
Natural Selections LLC,"2525 Tarpley Rd. #120, Carrollton TX, 75006  ",Matt Cawthon,972-417-1920,http://www.naturalselections.com
"All American Garage Doors, Inc","10656 County Rd 577, Blue Ridge TX, 75424  ",Curtis Vickers,972-752-5464,http://www.aagd.biz
Abel Door & Trim,"3329 North I-35 Frontage Road, Gainesville TX, 76240  ",Josh Barrett,833-400-2235,http://abellumber.com
Lone Star Iron Doors,"6121 W. Park Blvd, Ste C-226, Plano TX, 75093  ",Matthew Clements,214-774-4455,
Nix Door and Hardware,"921 East Waggoman St., Fort Worth TX, 76110  ",Greg Spears,817-920-9221,
Overhead Door Company of Dallas,"1800 Vantage Drive, Carrollton TX, 75006  ",Perry Adams,214-708-9606,
Trinity Stairs Inc,"3101 Seneca Drive, Frisco TX, 75034  ",Richard Bush,972-335-0700,
Adooring Designs,"1200 Texan Trail, Grapevine TX, 76051  ",Rosanna Buckley,469-451-2424,https://www.adooringdesigns.com/
Schnorrbusch Heating & Air LLC,"302 E Nash Street, Terrell TX, 75160  ",Nathan Schnorrbusch,469-314-8001,
Pepco Sales & Marketing,"11310 Gemini Lane, Dallas TX, 75229  ",Long Huynh,469-822-0137,http://www.pepcosales.com
Rheem Manufacturing Company,"1100 Abernathy Rd NE, Ste 1700, Atlanta GA, 30328  ",Darrel Robinson,866-720-2076,http://www.rheem.com
Carrier Enterprise,"2000 Luna Rd, Carrollton TX, 75006  ",Tyler Saltmarsh,817-372-5595,http://sc.carrierenterprise.com
Aprilaire,"1400 Simpson Dr, Hurst TX, 76053  ",Ken Zapatka,469-667-1768,http://www.aprilaire.com
Wolverton Co. Inc.,"704 Solon Rd, Waxahachie TX, 75165  ",Keith Wolverton,972-296-2665,
"Cate and Company, Inc.","11282 Indian Trail, Dallas TX, 75226  ",Brooks Cate,972-243-4994,
Micah Frank,"P.O. Box 1445, Lake Dallas TX, 75065  ",Texas Energy and Comfort Solutions LLC,940-453-5303,
"Daikin/Goodman Manufacturing, Inc","6505 Vintage Dr. , Arlington TX, 76001  ",Bryan Hudson,817-937-7525,https://northamerica-daikin.com
Texas Energy and Comfort Solutions LLC,"P.O. Box 1445, Lake Dallas TX, 75065  ",Hunter Hughes,214-432-3467,http://www.texasecs.com
Moss Heating & Cooling,"11030 Ables Lane, Dallas TX, 75229  ",Graye Roberts,972-465-9966,https://www.askmoss.com/
Pearson Mechanical Inc.,"1010 Mustang Dr., Grapevine TX, 76051  ",Stacey Pearson,817-226-7400,
K & S Heating & Air Conditioning,"1409 S. Jupiter Rd., Garland TX, 75042  ",David McCord,972-271-9319,https://kandsac.com/
Builder Trade Partners LLC,"2009 McKenzie Dr, Ste 124, Carrollton TX, 75006  ",James Cook,469-933-6275,
Staxmatic,"16051 Addison Rd, Suite 310, Addison TX, 75001  ",Scott Beech,469-817-9661,http://www.staxmatic.com
